"","sample.PCR","sample","rep","count","taxon","taxonomic_level","SampleCode","Sample_label","Sample_rep","Sample_date","Extraction_date"
"1532","e00351-C","e00351","C",6696,"Salmonidae","family","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1533","e00351-C","e00351","C",6359,"Cymatogaster_aggregata","species","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1534","e00351-C","e00351","C",1106,"Gasterosteus","genus","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1535","e00351-C","e00351","C",372,"Anoplarchus","genus","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1536","e00351-C","e00351","C",924,"Syngnathus_leptorhynchus","species","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1537","e00351-C","e00351","C",481,"Artedius_fenestralis","species","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1538","e00351-C","e00351","C",168,"Citharichthys_stigmaeus","species","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1539","e00351-C","e00351","C",153,"Oncorhynchus","genus","2021_BTRB_A_1","Big Tree bay eel","1","8/7/21","11/22/21"
"1540","e00352-A","e00352","A",445,"Clupeidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1541","e00352-A","e00352","A",2841,"Salmonidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1542","e00352-A","e00352","A",2605,"Cymatogaster_aggregata","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1543","e00352-A","e00352","A",158,"Pholis","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1544","e00352-A","e00352","A",2445,"Gasterosteus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1545","e00352-A","e00352","A",155,"Stichaeidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1546","e00352-A","e00352","A",9,"Oligocottus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1547","e00352-A","e00352","A",204,"Oncorhynchus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1548","e00352-A","e00352","A",143,"Gasterosteus_aculeatus","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1549","e00352-B","e00352","B",1332,"Clupeidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1550","e00352-B","e00352","B",6689,"Salmonidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1551","e00352-B","e00352","B",5304,"Cymatogaster_aggregata","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1552","e00352-B","e00352","B",955,"Pholis","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1553","e00352-B","e00352","B",5035,"Gasterosteus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1554","e00352-B","e00352","B",1256,"Syngnathus_leptorhynchus","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1555","e00352-B","e00352","B",734,"Cottidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1556","e00352-B","e00352","B",403,"Oncorhynchus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1557","e00352-B","e00352","B",305,"Gasterosteus_aculeatus","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1558","e00352-C","e00352","C",1217,"Clupeidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1559","e00352-C","e00352","C",8302,"Salmonidae","family","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1560","e00352-C","e00352","C",2765,"Cymatogaster_aggregata","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1561","e00352-C","e00352","C",448,"Pholis","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1562","e00352-C","e00352","C",6318,"Gasterosteus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1563","e00352-C","e00352","C",228,"Anoplarchus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1564","e00352-C","e00352","C",1026,"Syngnathus_leptorhynchus","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1565","e00352-C","e00352","C",157,"Actinopteri","class","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1566","e00352-C","e00352","C",677,"Oncorhynchus","genus","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1567","e00352-C","e00352","C",78,"Citharichthys_stigmaeus","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1568","e00352-C","e00352","C",324,"Gasterosteus_aculeatus","species","2021_BTRB_A_2","Big Tree bay eel","2","8/7/21","11/22/21"
"1569","e00353-A","e00353","A",378,"Clupeidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1570","e00353-A","e00353","A",3544,"Salmonidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1571","e00353-A","e00353","A",2534,"Cymatogaster_aggregata","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1572","e00353-A","e00353","A",230,"Ammodytidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1573","e00353-A","e00353","A",2272,"Gasterosteus","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1574","e00353-A","e00353","A",179,"Syngnathus_leptorhynchus","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1575","e00353-A","e00353","A",108,"Stichaeidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1576","e00353-A","e00353","A",198,"Clinocottus_acuticeps","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1577","e00353-A","e00353","A",72,"Cottidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1578","e00353-A","e00353","A",109,"Gasterosteus_aculeatus","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1579","e00353-A","e00353","A",103,"Oncorhynchus","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1580","e00353-A","e00353","A",15,"Pleuronichthys","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1581","e00353-B","e00353","B",9577,"Salmonidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1582","e00353-B","e00353","B",6831,"Cymatogaster_aggregata","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1583","e00353-B","e00353","B",174,"Pholis","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1584","e00353-B","e00353","B",8270,"Gasterosteus","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1585","e00353-B","e00353","B",387,"Sebastidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1586","e00353-B","e00353","B",76,"Artedius_fenestralis","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1587","e00353-B","e00353","B",421,"Stichaeidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1588","e00353-B","e00353","B",447,"Cottidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1589","e00353-B","e00353","B",2,"Oligocottus","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1590","e00353-B","e00353","B",229,"Oncorhynchus","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1591","e00353-B","e00353","B",9,"Pleuronichthys","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1592","e00353-C","e00353","C",1748,"Clupeidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1593","e00353-C","e00353","C",9616,"Salmonidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1594","e00353-C","e00353","C",4374,"Cymatogaster_aggregata","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1595","e00353-C","e00353","C",434,"Pholis","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1596","e00353-C","e00353","C",8628,"Gasterosteus","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1597","e00353-C","e00353","C",893,"Oncorhynchus","genus","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1598","e00353-C","e00353","C",128,"Stichaeidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1599","e00353-C","e00353","C",337,"Cottidae","family","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1600","e00353-C","e00353","C",1194,"Clinocottus_acuticeps","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1601","e00353-C","e00353","C",21,"Artedius_lateralis","species","2021_BTRB_A_3","Big Tree bay eel","3","8/7/21","11/22/21"
"1602","e00354-B","e00354","B",9,"Salmonidae","family","2021_BTRB_A_4","Big Tree bay eel","control","8/7/21","11/22/21"
"1603","e00354-C","e00354","C",1,"Cottidae","family","2021_BTRB_A_4","Big Tree bay eel","control","8/7/21","11/22/21"
"1604","e00355-A","e00355","A",152,"Clupeidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1605","e00355-A","e00355","A",63,"Salmonidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1606","e00355-A","e00355","A",3138,"Cymatogaster_aggregata","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1607","e00355-A","e00355","A",1713,"Pholis","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1608","e00355-A","e00355","A",1363,"Ammodytidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1609","e00355-A","e00355","A",136,"Anoplarchus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1610","e00355-A","e00355","A",38,"Citharichthys_stigmaeus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1611","e00355-A","e00355","A",341,"Artedius_fenestralis","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1612","e00355-A","e00355","A",6,"Stichaeidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1613","e00355-A","e00355","A",47,"Cottidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1614","e00355-A","e00355","A",16,"Apodichthys_flavidus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1615","e00355-A","e00355","A",32,"Hemilepidotus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1616","e00355-A","e00355","A",58,"Oligocottus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1617","e00355-A","e00355","A",31,"Brachyistius_frenatus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1618","e00355-B","e00355","B",289,"Salmonidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1619","e00355-B","e00355","B",6198,"Cymatogaster_aggregata","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1620","e00355-B","e00355","B",4044,"Pholis","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1621","e00355-B","e00355","B",2218,"Ammodytidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1622","e00355-B","e00355","B",61,"Gasterosteus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1623","e00355-B","e00355","B",141,"Oncorhynchus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1624","e00355-B","e00355","B",423,"Artedius_fenestralis","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1625","e00355-B","e00355","B",38,"Hexagrammos","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1626","e00355-B","e00355","B",452,"Cottidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1627","e00355-B","e00355","B",123,"Enophrys_bison","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1628","e00355-B","e00355","B",147,"Pleuronectidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1629","e00355-B","e00355","B",97,"Citharichthys_stigmaeus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1630","e00355-B","e00355","B",124,"Oligocottus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1631","e00355-B","e00355","B",17,"Artedius_lateralis","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1632","e00355-B","e00355","B",52,"Citharichthys_sordidus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1633","e00355-B","e00355","B",2,"Pleuronichthys","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1634","e00355-C","e00355","C",227,"Salmonidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1635","e00355-C","e00355","C",7314,"Cymatogaster_aggregata","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1636","e00355-C","e00355","C",4432,"Pholis","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1637","e00355-C","e00355","C",2887,"Ammodytidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1638","e00355-C","e00355","C",199,"Anoplarchus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1639","e00355-C","e00355","C",127,"Citharichthys_stigmaeus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1640","e00355-C","e00355","C",505,"Syngnathus_leptorhynchus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1641","e00355-C","e00355","C",331,"Artedius_fenestralis","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1642","e00355-C","e00355","C",433,"Stichaeidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1643","e00355-C","e00355","C",181,"Hexagrammos","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1644","e00355-C","e00355","C",303,"Cottidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1645","e00355-C","e00355","C",288,"Apodichthys_flavidus","species","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1646","e00355-C","e00355","C",5,"Oligocottus","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1647","e00355-C","e00355","C",108,"Sebastidae","family","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1648","e00355-C","e00355","C",20,"Pleuronichthys","genus","2021_CLAM_A_1","Clam island mixed","1","8/8/21","11/22/21"
"1649","e00356-A","e00356","A",88,"Salmonidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1650","e00356-A","e00356","A",1392,"Cymatogaster_aggregata","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1651","e00356-A","e00356","A",2729,"Pholis","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1652","e00356-A","e00356","A",2997,"Ammodytidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1653","e00356-A","e00356","A",82,"Gasterosteus","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1654","e00356-A","e00356","A",104,"Anoplarchus","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1655","e00356-A","e00356","A",275,"Syngnathus_leptorhynchus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1656","e00356-A","e00356","A",107,"Hexagrammos","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1657","e00356-A","e00356","A",20,"Enophrys_bison","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1658","e00356-A","e00356","A",170,"Apodichthys_flavidus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1659","e00356-B","e00356","B",810,"Clupeidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1660","e00356-B","e00356","B",3509,"Cymatogaster_aggregata","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1661","e00356-B","e00356","B",5269,"Pholis","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1662","e00356-B","e00356","B",4992,"Ammodytidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1663","e00356-B","e00356","B",460,"Gasterosteus","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1664","e00356-B","e00356","B",402,"Sebastidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1665","e00356-B","e00356","B",410,"Oncorhynchus","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1666","e00356-B","e00356","B",689,"Syngnathus_leptorhynchus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1667","e00356-B","e00356","B",651,"Aulorhynchus_flavidus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1668","e00356-B","e00356","B",66,"Apodichthys_flavidus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1669","e00356-C","e00356","C",695,"Salmonidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1670","e00356-C","e00356","C",1639,"Cymatogaster_aggregata","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1671","e00356-C","e00356","C",11690,"Pholis","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1672","e00356-C","e00356","C",7733,"Ammodytidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1673","e00356-C","e00356","C",184,"Citharichthys_stigmaeus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1674","e00356-C","e00356","C",684,"Syngnathus_leptorhynchus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1675","e00356-C","e00356","C",334,"Gadidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1676","e00356-C","e00356","C",202,"Aulorhynchus_flavidus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1677","e00356-C","e00356","C",941,"Cottidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1678","e00356-C","e00356","C",457,"Enophrys_bison","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1679","e00356-C","e00356","C",143,"Apodichthys_flavidus","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1680","e00356-C","e00356","C",372,"Pleuronectidae","family","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1681","e00356-C","e00356","C",13,"Oligocottus","genus","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1682","e00356-C","e00356","C",174,"Homo_sapiens","species","2021_CLAM_A_2","Clam island mixed","2","8/8/21","11/22/21"
"1683","e00357-A","e00357","A",410,"Salmonidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1684","e00357-A","e00357","A",1220,"Cymatogaster_aggregata","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1685","e00357-A","e00357","A",1556,"Pholis","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1686","e00357-A","e00357","A",3542,"Ammodytidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1687","e00357-A","e00357","A",254,"Anoplarchus","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1688","e00357-A","e00357","A",270,"Oncorhynchus","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1689","e00357-A","e00357","A",249,"Citharichthys_stigmaeus","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1690","e00357-A","e00357","A",459,"Syngnathus_leptorhynchus","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1691","e00357-A","e00357","A",132,"Stichaeidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1692","e00357-A","e00357","A",181,"Enophrys_bison","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1693","e00357-A","e00357","A",7,"Oligocottus","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1694","e00357-A","e00357","A",251,"Sebastidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1695","e00357-A","e00357","A",89,"Pleuronectidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1696","e00357-B","e00357","B",636,"Clupeidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1697","e00357-B","e00357","B",1890,"Salmonidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1698","e00357-B","e00357","B",3124,"Cymatogaster_aggregata","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1699","e00357-B","e00357","B",4518,"Pholis","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1700","e00357-B","e00357","B",7283,"Ammodytidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1701","e00357-B","e00357","B",1,"Gasterosteus","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1702","e00357-B","e00357","B",257,"Syngnathus_leptorhynchus","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1703","e00357-B","e00357","B",215,"Hexagrammos","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1704","e00357-B","e00357","B",506,"Enophrys_bison","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1705","e00357-B","e00357","B",317,"Apodichthys_flavidus","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1706","e00357-C","e00357","C",1030,"Clupeidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1707","e00357-C","e00357","C",455,"Salmonidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1708","e00357-C","e00357","C",1370,"Cymatogaster_aggregata","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1709","e00357-C","e00357","C",6604,"Pholis","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1710","e00357-C","e00357","C",8313,"Ammodytidae","family","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1711","e00357-C","e00357","C",258,"Anoplarchus","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1712","e00357-C","e00357","C",688,"Syngnathus_leptorhynchus","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1713","e00357-C","e00357","C",25,"Enophrys_bison","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1714","e00357-C","e00357","C",19,"Oligocottus","genus","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1715","e00357-C","e00357","C",630,"Citharichthys_sordidus","species","2021_CLAM_A_3","Clam island mixed","3","8/8/21","11/22/21"
"1716","e00358-A","e00358","A",1073,"Pleuronectidae","family","2021_CLAM_A_4","Clam island mixed","control","8/8/21","11/22/21"
"1717","e00358-B","e00358","B",1,"Pholis","genus","2021_CLAM_A_4","Clam island mixed","control","8/8/21","11/22/21"
"1718","e00358-B","e00358","B",2924,"Oncorhynchus","genus","2021_CLAM_A_4","Clam island mixed","control","8/8/21","11/22/21"
"1719","e00358-B","e00358","B",4316,"Pleuronectidae","family","2021_CLAM_A_4","Clam island mixed","control","8/8/21","11/22/21"
"1720","e00358-C","e00358","C",7,"Homo_sapiens","species","2021_CLAM_A_4","Clam island mixed","control","8/8/21","11/22/21"
"1721","e00359-A","e00359","A",37,"Clupeidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1722","e00359-A","e00359","A",5024,"Salmonidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1723","e00359-A","e00359","A",977,"Pholis","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1724","e00359-A","e00359","A",2,"Ammodytidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1725","e00359-A","e00359","A",82,"Gasterosteus","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1726","e00359-A","e00359","A",195,"Anoplarchus","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1727","e00359-A","e00359","A",173,"Hemilepidotus","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1728","e00359-A","e00359","A",226,"Oncorhynchus","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1729","e00359-A","e00359","A",11,"Homo_sapiens","species","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1730","e00359-A","e00359","A",2,"Pleuronichthys","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1731","e00359-B","e00359","B",646,"Clupeidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1732","e00359-B","e00359","B",11792,"Salmonidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1733","e00359-B","e00359","B",478,"Cymatogaster_aggregata","species","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1734","e00359-B","e00359","B",2328,"Pholis","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1735","e00359-B","e00359","B",338,"Sebastidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1736","e00359-B","e00359","B",73,"Stichaeidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1737","e00359-B","e00359","B",186,"Hexagrammos","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1738","e00359-B","e00359","B",149,"Cottidae","family","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1739","e00359-B","e00359","B",1118,"Hemilepidotus","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
"1740","e00359-B","e00359","B",672,"Oncorhynchus","genus","2021_NFEI_B_1","Cole island mixed","1","8/9/21","11/22/21"
